NUMERO;COD_LUGAR_ORIGEN;COD_LUGAR_DESTINO;FECHA_MOVIMIENTO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD
8713973;1330;4837;TO_DATE('2013-10-21','YYYY-MM-DD');19;7;6;
35072;236;5123;TO_DATE('2014-01-06','YYYY-MM-DD');12;24;3;
1656675;236;5658;TO_DATE('2013-12-29','YYYY-MM-DD');12;24;6;
7049298;236;6121;TO_DATE('2014-01-04','YYYY-MM-DD');12;24;7;
1966384;236;5207;TO_DATE('2013-12-29','YYYY-MM-DD');12;24;8;
5424682;3690;5502;TO_DATE('2014-01-06','YYYY-MM-DD');23;24;3;
980577;3690;5403;TO_DATE('2014-01-07','YYYY-MM-DD');23;24;6;
6743174;3690;6266;TO_DATE('2014-01-09','YYYY-MM-DD');12;24;5;
958421;2034;5463;TO_DATE('2014-01-07','YYYY-MM-DD');23;24;5;
1584410;2034;5271;TO_DATE('2014-01-02','YYYY-MM-DD');12;24;8;
5847751;2759;5060;TO_DATE('2014-03-03','YYYY-MM-DD');29;11;5;
918400;2759;6488;TO_DATE('2014-03-08','YYYY-MM-DD');64;11;6;
6136211;2759;5418;TO_DATE('2014-03-06','YYYY-MM-DD');64;11;7;
2926726;2759;6097;TO_DATE('2014-03-06','YYYY-MM-DD');28;27;6;
8952679;4153;5400;TO_DATE('2013-05-15','YYYY-MM-DD');65;28;8;
3741372;4153;6037;TO_DATE('2013-05-18','YYYY-MM-DD');65;28;10;
845811;4153;6338;TO_DATE('2013-05-27','YYYY-MM-DD');43;12;8;
2048656;4153;5492;TO_DATE('2013-05-14','YYYY-MM-DD');43;12;5;
3974241;4153;6275;TO_DATE('2013-05-19','YYYY-MM-DD');43;12;8;
4794423;4153;6418;TO_DATE('2013-05-14','YYYY-MM-DD');24;24;10;
1903627;3361;5992;TO_DATE('2013-05-23','YYYY-MM-DD');43;12;3;
9872964;3361;5050;TO_DATE('2013-05-15','YYYY-MM-DD');24;24;9;
693683;3361;5138;TO_DATE('2013-05-19','YYYY-MM-DD');43;12;2;
208757;3224;5907;TO_DATE('2014-03-23','YYYY-MM-DD');42;2;5;
2555888;3224;5006;TO_DATE('2014-03-21','YYYY-MM-DD');52;10;2;
8379934;3764;6245;TO_DATE('2014-03-28','YYYY-MM-DD');52;10;10;
4674562;3764;5056;TO_DATE('2014-03-31','YYYY-MM-DD');42;2;4;
9300173;3764;4546;TO_DATE('2014-03-19','YYYY-MM-DD');52;10;10;
2248989;3764;5391;TO_DATE('2014-03-29','YYYY-MM-DD');52;10;5;
8305058;3965;5786;TO_DATE('2013-12-15','YYYY-MM-DD');19;22;8;
7589063;3965;6146;TO_DATE('2013-12-22','YYYY-MM-DD');71;29;5;
2948912;3965;4828;TO_DATE('2013-12-13','YYYY-MM-DD');20;27;5;
9605430;3965;4852;TO_DATE('2013-12-17','YYYY-MM-DD');71;29;5;
2881973;3965;4831;TO_DATE('2013-12-14','YYYY-MM-DD');20;27;5;
991765;3965;4949;TO_DATE('2013-12-14','YYYY-MM-DD');71;29;3;
2175214;3965;4678;TO_DATE('2013-12-18','YYYY-MM-DD');33;30;5;
4245143;3965;4782;TO_DATE('2013-12-16','YYYY-MM-DD');33;30;2;
7096934;1056;5733;TO_DATE('2013-05-13','YYYY-MM-DD');64;29;10;
9507431;1056;6348;TO_DATE('2013-05-17','YYYY-MM-DD');51;21;4;
3075878;1056;6276;TO_DATE('2013-05-22','YYYY-MM-DD');64;29;1;
9375121;1056;6257;TO_DATE('2013-05-13','YYYY-MM-DD');53;15;10;
4900526;1347;6428;TO_DATE('2014-01-31','YYYY-MM-DD');49;21;3;
5157283;1347;5671;TO_DATE('2014-02-06','YYYY-MM-DD');54;30;3;
6536625;1347;5968;TO_DATE('2014-02-02','YYYY-MM-DD');56;30;3;
7141121;1347;5017;TO_DATE('2014-02-07','YYYY-MM-DD');54;30;10;
8782147;1347;6066;TO_DATE('2014-02-06','YYYY-MM-DD');49;21;8;
2394320;1347;4630;TO_DATE('2014-02-06','YYYY-MM-DD');18;14;7;
7123895;1347;4635;TO_DATE('2014-02-04','YYYY-MM-DD');56;30;6;
1656279;1556;4892;TO_DATE('2014-04-06','YYYY-MM-DD');50;24;1;
8414425;1556;5760;TO_DATE('2014-04-12','YYYY-MM-DD');32;12;4;
6628431;1556;5942;TO_DATE('2014-04-13','YYYY-MM-DD');32;12;10;
6498353;1556;6360;TO_DATE('2014-04-01','YYYY-MM-DD');32;12;9;
4833690;1556;4740;TO_DATE('2014-04-06','YYYY-MM-DD');38;23;9;
888981;1913;4805;TO_DATE('2013-06-09','YYYY-MM-DD');65;20;3;
7865719;3972;5342;TO_DATE('2013-12-08','YYYY-MM-DD');21;13;8;
4620391;1326;6276;TO_DATE('2013-12-14','YYYY-MM-DD');58;13;3;
533788;1326;6443;TO_DATE('2013-12-23','YYYY-MM-DD');51;27;1;
5413475;738;5202;TO_DATE('2013-05-05','YYYY-MM-DD');42;27;9;
7322053;738;5349;TO_DATE('2013-05-08','YYYY-MM-DD');39;11;6;
181807;738;4813;TO_DATE('2013-04-27','YYYY-MM-DD');39;11;6;
388324;738;5181;TO_DATE('2013-05-07','YYYY-MM-DD');42;27;3;
178806;1049;5239;TO_DATE('2013-11-01','YYYY-MM-DD');35;16;5;
1736384;1780;5730;TO_DATE('2013-11-11','YYYY-MM-DD');15;13;5;
947076;1780;5897;TO_DATE('2013-11-03','YYYY-MM-DD');51;24;4;
6784685;1780;5214;TO_DATE('2013-11-05','YYYY-MM-DD');26;22;5;
4004371;1780;5955;TO_DATE('2013-10-30','YYYY-MM-DD');15;13;4;
9036970;1780;6361;TO_DATE('2013-11-06','YYYY-MM-DD');12;12;8;
1524702;1780;4657;TO_DATE('2013-10-28','YYYY-MM-DD');35;16;6;
5106607;1477;4809;TO_DATE('2013-12-06','YYYY-MM-DD');14;29;3;
5555598;935;4790;TO_DATE('2013-11-24','YYYY-MM-DD');71;4;9;
5285697;935;5600;TO_DATE('2013-11-14','YYYY-MM-DD');70;7;7;
420765;935;5496;TO_DATE('2013-11-15','YYYY-MM-DD');72;5;4;
3738133;935;5098;TO_DATE('2013-11-17','YYYY-MM-DD');70;7;1;
8367266;935;5799;TO_DATE('2013-11-17','YYYY-MM-DD');69;5;5;
3348277;935;5233;TO_DATE('2013-11-24','YYYY-MM-DD');70;7;1;
2428201;935;6022;TO_DATE('2013-11-10','YYYY-MM-DD');72;5;1;
6458990;935;5137;TO_DATE('2013-11-21','YYYY-MM-DD');71;4;1;
3144062;935;5504;TO_DATE('2013-11-10','YYYY-MM-DD');70;7;8;
9431432;2901;6401;TO_DATE('2013-11-14','YYYY-MM-DD');72;5;9;
2603132;2901;6350;TO_DATE('2013-11-11','YYYY-MM-DD');71;4;8;
9178136;2901;6315;TO_DATE('2013-11-14','YYYY-MM-DD');71;4;7;
7988508;2901;4546;TO_DATE('2013-11-17','YYYY-MM-DD');70;7;3;
2477425;3361;5006;TO_DATE('2013-12-10','YYYY-MM-DD');51;10;9;
2280779;3361;5788;TO_DATE('2013-11-28','YYYY-MM-DD');51;10;2;
83278;4046;6040;TO_DATE('2014-03-30','YYYY-MM-DD');57;12;4;
4106432;4046;5071;TO_DATE('2014-03-26','YYYY-MM-DD');55;11;5;
9296515;4046;6307;TO_DATE('2014-03-19','YYYY-MM-DD');69;20;2;
1986922;4046;5820;TO_DATE('2014-03-31','YYYY-MM-DD');31;13;2;
9714255;4046;6463;TO_DATE('2014-03-29','YYYY-MM-DD');57;12;9;
6186434;4046;5832;TO_DATE('2014-03-21','YYYY-MM-DD');46;28;3;
5729791;4046;5993;TO_DATE('2014-03-26','YYYY-MM-DD');69;20;7;
4569024;4046;6175;TO_DATE('2014-03-22','YYYY-MM-DD');57;12;8;
8778859;3877;5864;TO_DATE('2014-01-19','YYYY-MM-DD');37;10;1;
5753503;3877;6397;TO_DATE('2014-01-06','YYYY-MM-DD');37;10;2;
9202103;3877;5059;TO_DATE('2014-01-14','YYYY-MM-DD');68;8;3;
3966071;2491;5108;TO_DATE('2013-09-28','YYYY-MM-DD');20;15;5;
2464663;1816;5008;TO_DATE('2014-03-31','YYYY-MM-DD');65;25;7;
713440;1816;5848;TO_DATE('2014-03-29','YYYY-MM-DD');65;25;3;
5946322;3357;5176;TO_DATE('2013-09-30','YYYY-MM-DD');62;17;6;
2195473;3357;4620;TO_DATE('2013-10-05','YYYY-MM-DD');62;17;4;
4660644;3357;5449;TO_DATE('2013-09-27','YYYY-MM-DD');52;24;9;
7806945;1341;6155;TO_DATE('2014-01-09','YYYY-MM-DD');20;20;5;
4563371;1341;5633;TO_DATE('2014-01-06','YYYY-MM-DD');40;25;4;
9771096;3843;5484;TO_DATE('2014-01-10','YYYY-MM-DD');18;19;5;
5832301;3843;4574;TO_DATE('2014-01-12','YYYY-MM-DD');25;16;10;
4063123;3843;5846;TO_DATE('2014-01-10','YYYY-MM-DD');18;19;4;
3625922;3900;5860;TO_DATE('2013-06-09','YYYY-MM-DD');68;23;7;
7200688;3900;5900;TO_DATE('2013-06-04','YYYY-MM-DD');6;21;3;
4233504;3900;5040;TO_DATE('2013-06-09','YYYY-MM-DD');68;23;3;
1552477;3900;6223;TO_DATE('2013-06-03','YYYY-MM-DD');68;23;5;
1418809;361;5202;TO_DATE('2013-12-20','YYYY-MM-DD');51;25;2;
5385653;361;4872;TO_DATE('2013-12-25','YYYY-MM-DD');51;25;10;
2549775;361;5557;TO_DATE('2013-12-26','YYYY-MM-DD');58;25;7;
7763634;361;5297;TO_DATE('2013-12-28','YYYY-MM-DD');51;25;6;
8335302;361;5043;TO_DATE('2013-12-24','YYYY-MM-DD');59;19;2;
8662142;361;6387;TO_DATE('2013-12-22','YYYY-MM-DD');59;19;9;
8481227;547;4721;TO_DATE('2014-03-13','YYYY-MM-DD');51;23;9;
6190282;547;5423;TO_DATE('2014-03-21','YYYY-MM-DD');18;14;1;
4063117;547;5650;TO_DATE('2014-03-07','YYYY-MM-DD');44;24;10;
6974399;547;6287;TO_DATE('2014-03-16','YYYY-MM-DD');51;23;3;
6774763;547;6398;TO_DATE('2014-03-19','YYYY-MM-DD');66;11;2;
7157965;547;5613;TO_DATE('2014-03-21','YYYY-MM-DD');44;24;10;
9491568;547;5599;TO_DATE('2014-03-09','YYYY-MM-DD');51;23;2;
4607349;547;6479;TO_DATE('2014-03-17','YYYY-MM-DD');24;25;6;
3254867;547;5534;TO_DATE('2014-03-13','YYYY-MM-DD');24;25;3;
3993187;547;4669;TO_DATE('2014-03-21','YYYY-MM-DD');66;11;1;
8745316;3690;5105;TO_DATE('2013-11-01','YYYY-MM-DD');34;16;3;
6250872;3690;5365;TO_DATE('2013-10-28','YYYY-MM-DD');60;29;10;
977287;3690;4641;TO_DATE('2013-11-01','YYYY-MM-DD');53;23;7;
4807013;3690;5362;TO_DATE('2013-10-31','YYYY-MM-DD');34;16;3;
2192814;3690;5698;TO_DATE('2013-11-01','YYYY-MM-DD');53;23;9;
7862627;3690;6393;TO_DATE('2013-10-29','YYYY-MM-DD');53;23;10;
5784010;3690;5576;TO_DATE('2013-10-29','YYYY-MM-DD');60;29;7;
6426766;1529;5258;TO_DATE('2014-03-19','YYYY-MM-DD');58;10;5;
7050288;1529;6485;TO_DATE('2014-03-22','YYYY-MM-DD');55;8;3;
3735923;1529;5230;TO_DATE('2014-03-16','YYYY-MM-DD');46;9;2;
4441399;1529;5064;TO_DATE('2014-03-14','YYYY-MM-DD');58;10;5;
6324662;1529;5980;TO_DATE('2014-03-18','YYYY-MM-DD');58;10;10;
6470274;1529;6292;TO_DATE('2014-03-18','YYYY-MM-DD');58;10;4;
3378254;1529;6080;TO_DATE('2014-03-25','YYYY-MM-DD');58;10;7;
1999125;1119;6144;TO_DATE('2014-02-08','YYYY-MM-DD');5;22;5;
9108221;1119;5049;TO_DATE('2014-02-18','YYYY-MM-DD');45;22;7;
7887906;1119;4755;TO_DATE('2014-02-20','YYYY-MM-DD');45;22;3;
2962889;1119;4913;TO_DATE('2014-02-16','YYYY-MM-DD');25;20;4;
9352897;1833;5055;TO_DATE('2013-06-03','YYYY-MM-DD');33;23;8;
6987547;1833;6332;TO_DATE('2013-05-27','YYYY-MM-DD');35;26;6;
9653693;1833;4794;TO_DATE('2013-05-31','YYYY-MM-DD');22;17;8;
5330180;1833;4687;TO_DATE('2013-06-02','YYYY-MM-DD');35;26;6;
7234445;1833;5476;TO_DATE('2013-05-26','YYYY-MM-DD');22;17;5;
9341786;4486;5403;TO_DATE('2013-05-25','YYYY-MM-DD');33;23;1;
9450921;4486;4793;TO_DATE('2013-06-03','YYYY-MM-DD');71;23;9;
840016;4486;6414;TO_DATE('2013-05-25','YYYY-MM-DD');35;26;5;
441914;4486;4581;TO_DATE('2013-05-27','YYYY-MM-DD');33;23;7;
4015494;3538;5389;TO_DATE('2014-01-29','YYYY-MM-DD');72;6;1;
2589952;3538;5957;TO_DATE('2014-01-31','YYYY-MM-DD');72;6;7;
2064418;3538;6026;TO_DATE('2014-02-04','YYYY-MM-DD');70;1;9;
9047209;3538;5328;TO_DATE('2014-01-29','YYYY-MM-DD');72;6;10;
6415149;3538;4970;TO_DATE('2014-02-03','YYYY-MM-DD');70;1;7;
1063504;4404;6109;TO_DATE('2014-02-10','YYYY-MM-DD');60;11;1;
1415221;4404;6367;TO_DATE('2014-02-17','YYYY-MM-DD');51;24;2;
103361;4404;5112;TO_DATE('2014-02-17','YYYY-MM-DD');54;24;10;
8712381;4404;4865;TO_DATE('2014-02-12','YYYY-MM-DD');60;11;9;
9620685;4404;4745;TO_DATE('2014-02-11','YYYY-MM-DD');51;24;2;
4808558;4404;5680;TO_DATE('2014-02-15','YYYY-MM-DD');51;24;9;
3103577;4404;6160;TO_DATE('2014-02-15','YYYY-MM-DD');60;11;3;
6181697;1999;4749;TO_DATE('2013-07-20','YYYY-MM-DD');22;21;1;
2040490;1999;4951;TO_DATE('2013-07-26','YYYY-MM-DD');38;27;10;
4949841;1999;6140;TO_DATE('2013-07-23','YYYY-MM-DD');22;21;2;
138380;1999;5556;TO_DATE('2013-07-17','YYYY-MM-DD');38;27;10;
5348176;1999;5291;TO_DATE('2013-07-16','YYYY-MM-DD');19;25;4;
8061325;1999;5757;TO_DATE('2013-07-21','YYYY-MM-DD');38;27;9;
594035;3663;4506;TO_DATE('2013-05-19','YYYY-MM-DD');56;14;10;
5392276;3663;5421;TO_DATE('2013-05-28','YYYY-MM-DD');56;14;4;
8180643;3663;5953;TO_DATE('2013-06-01','YYYY-MM-DD');55;12;9;
7840689;3149;5841;TO_DATE('2014-02-01','YYYY-MM-DD');34;22;4;
6874988;3149;5342;TO_DATE('2014-02-02','YYYY-MM-DD');24;22;9;
8078796;3149;4624;TO_DATE('2014-02-09','YYYY-MM-DD');35;19;1;
9858831;3149;4549;TO_DATE('2014-02-03','YYYY-MM-DD');24;22;1;
7038420;1483;5202;TO_DATE('2014-01-02','YYYY-MM-DD');66;11;7;
2208891;1483;5321;TO_DATE('2014-01-10','YYYY-MM-DD');56;21;7;
9641924;1483;5339;TO_DATE('2014-01-09','YYYY-MM-DD');56;21;9;
1538072;1483;4745;TO_DATE('2014-01-01','YYYY-MM-DD');66;11;7;
8249414;1350;5368;TO_DATE('2013-08-23','YYYY-MM-DD');50;1;1;
5364020;1350;5864;TO_DATE('2013-08-24','YYYY-MM-DD');22;7;6;
5425831;682;5215;TO_DATE('2013-08-21','YYYY-MM-DD');22;7;8;
5497030;682;5439;TO_DATE('2013-08-26','YYYY-MM-DD');50;1;3;
1086173;682;4790;TO_DATE('2013-08-18','YYYY-MM-DD');36;7;4;
2551794;682;5588;TO_DATE('2013-08-27','YYYY-MM-DD');22;7;7;
5295751;682;6478;TO_DATE('2013-08-20','YYYY-MM-DD');50;1;1;
9090471;682;5146;TO_DATE('2013-08-23','YYYY-MM-DD');22;7;10;
4068861;354;5035;TO_DATE('2014-02-04','YYYY-MM-DD');51;17;10;
4581204;354;6088;TO_DATE('2014-01-31','YYYY-MM-DD');60;20;9;
9601943;354;6244;TO_DATE('2014-02-01','YYYY-MM-DD');66;21;7;
5892989;2574;6026;TO_DATE('2013-05-31','YYYY-MM-DD');71;6;1;
5102709;2574;6255;TO_DATE('2013-06-02','YYYY-MM-DD');71;6;1;
8036413;2574;4756;TO_DATE('2013-06-12','YYYY-MM-DD');71;6;3;
1972346;2574;5918;TO_DATE('2013-06-07','YYYY-MM-DD');72;8;5;
6689286;2574;5871;TO_DATE('2013-06-07','YYYY-MM-DD');70;9;4;
6649814;610;4807;TO_DATE('2013-12-12','YYYY-MM-DD');8;20;7;
7579191;610;6395;TO_DATE('2013-12-06','YYYY-MM-DD');12;14;1;
3898345;610;6110;TO_DATE('2013-12-15','YYYY-MM-DD');8;20;5;
8985474;3865;6404;TO_DATE('2013-12-06','YYYY-MM-DD');8;20;1;
5090807;3591;5382;TO_DATE('2013-09-18','YYYY-MM-DD');17;6;5;
4750945;3591;5546;TO_DATE('2013-09-11','YYYY-MM-DD');17;6;9;
7959945;3591;5799;TO_DATE('2013-09-08','YYYY-MM-DD');17;6;3;
4794582;3591;6484;TO_DATE('2013-09-19','YYYY-MM-DD');56;4;3;
2883832;1118;5409;TO_DATE('2013-09-15','YYYY-MM-DD');56;4;6;
9548397;1118;5286;TO_DATE('2013-09-06','YYYY-MM-DD');56;4;3;
5834664;1118;5395;TO_DATE('2013-09-12','YYYY-MM-DD');17;6;6;
7222257;1118;5310;TO_DATE('2013-09-07','YYYY-MM-DD');56;4;5;
861232;2602;6295;TO_DATE('2013-07-23','YYYY-MM-DD');2;24;5;
4468948;2602;4624;TO_DATE('2013-07-22','YYYY-MM-DD');2;24;7;
8446298;2602;5777;TO_DATE('2013-07-16','YYYY-MM-DD');2;24;3;
4040587;2602;5256;TO_DATE('2013-07-21','YYYY-MM-DD');26;25;1;
9114588;112;6079;TO_DATE('2014-01-01','YYYY-MM-DD');72;4;2;
7592995;112;4661;TO_DATE('2014-01-01','YYYY-MM-DD');72;4;9;
76289;112;6440;TO_DATE('2013-12-31','YYYY-MM-DD');69;1;9;
1174800;4100;5884;TO_DATE('2014-03-18','YYYY-MM-DD');70;10;4;
4825426;4100;6501;TO_DATE('2014-03-13','YYYY-MM-DD');70;10;8;
953711;4100;5118;TO_DATE('2014-03-26','YYYY-MM-DD');71;3;2;
2640626;4100;5148;TO_DATE('2014-03-26','YYYY-MM-DD');72;8;8;
3120742;1908;6261;TO_DATE('2013-09-20','YYYY-MM-DD');57;27;9;
1779618;1908;5953;TO_DATE('2013-09-20','YYYY-MM-DD');1;24;1;
3589935;2858;5003;TO_DATE('2013-07-01','YYYY-MM-DD');41;29;2;
4966190;1602;4581;TO_DATE('2013-06-21','YYYY-MM-DD');49;18;10;
8497447;1602;4683;TO_DATE('2013-06-21','YYYY-MM-DD');49;18;10;
7097393;1602;4585;TO_DATE('2013-06-28','YYYY-MM-DD');49;18;8;
7336633;1602;5418;TO_DATE('2013-07-03','YYYY-MM-DD');41;29;6;
3405062;1735;4524;TO_DATE('2013-12-30','YYYY-MM-DD');70;5;2;
9492129;1735;5313;TO_DATE('2013-12-29','YYYY-MM-DD');68;10;10;
1367025;1735;6094;TO_DATE('2013-12-24','YYYY-MM-DD');68;10;7;
8951631;1735;4944;TO_DATE('2013-12-30','YYYY-MM-DD');72;5;4;
783580;1735;5952;TO_DATE('2013-12-24','YYYY-MM-DD');72;5;1;
9291506;1735;4696;TO_DATE('2013-12-31','YYYY-MM-DD');72;5;5;
7210958;3584;4957;TO_DATE('2014-04-02','YYYY-MM-DD');5;9;1;
2431746;4089;5993;TO_DATE('2014-04-02','YYYY-MM-DD');67;24;6;
7746466;4089;5651;TO_DATE('2014-04-05','YYYY-MM-DD');57;20;5;
6716425;4089;5696;TO_DATE('2014-04-15','YYYY-MM-DD');12;14;7;
983447;4089;4962;TO_DATE('2014-04-02','YYYY-MM-DD');68;17;2;
8869091;4089;5988;TO_DATE('2014-04-10','YYYY-MM-DD');57;20;7;
5973785;4089;6241;TO_DATE('2014-04-10','YYYY-MM-DD');57;20;1;
156022;4089;6066;TO_DATE('2014-04-07','YYYY-MM-DD');68;17;10;
1034148;4089;5511;TO_DATE('2014-04-03','YYYY-MM-DD');57;20;10;
8443526;4089;4701;TO_DATE('2014-04-14','YYYY-MM-DD');68;17;6;
6903063;4089;6382;TO_DATE('2014-04-06','YYYY-MM-DD');12;14;3;
3947720;3254;6418;TO_DATE('2013-09-24','YYYY-MM-DD');43;22;10;
7738799;3254;5295;TO_DATE('2013-09-30','YYYY-MM-DD');34;22;9;
3226218;1840;5665;TO_DATE('2013-11-03','YYYY-MM-DD');27;17;1;
4170055;3924;6135;TO_DATE('2013-10-18','YYYY-MM-DD');55;3;8;
6818493;3924;5526;TO_DATE('2013-10-12','YYYY-MM-DD');55;3;2;
7611717;3924;5356;TO_DATE('2013-10-16','YYYY-MM-DD');55;3;4;
3022646;3924;5975;TO_DATE('2013-10-19','YYYY-MM-DD');27;8;1;
1016384;948;5478;TO_DATE('2013-07-21','YYYY-MM-DD');41;10;6;
1166834;246;5352;TO_DATE('2014-04-19','YYYY-MM-DD');21;28;6;
5537368;246;5068;TO_DATE('2014-04-17','YYYY-MM-DD');29;23;7;
5374724;246;5352;TO_DATE('2014-04-30','YYYY-MM-DD');21;28;2;
1093696;1290;6329;TO_DATE('2013-08-11','YYYY-MM-DD');71;10;3;
6296203;1290;5411;TO_DATE('2013-08-06','YYYY-MM-DD');71;10;10;
8996539;3956;4860;TO_DATE('2013-12-27','YYYY-MM-DD');23;16;6;
6831336;3956;6377;TO_DATE('2013-12-24','YYYY-MM-DD');23;16;3;
3191746;3956;5562;TO_DATE('2013-12-20','YYYY-MM-DD');7;22;8;
589713;3956;5634;TO_DATE('2013-12-14','YYYY-MM-DD');29;18;7;
5168224;3956;4890;TO_DATE('2013-12-21','YYYY-MM-DD');31;25;5;
3663431;3956;5673;TO_DATE('2013-12-16','YYYY-MM-DD');29;18;6;
7718788;3276;6179;TO_DATE('2013-12-19','YYYY-MM-DD');31;25;8;
6537074;1599;4580;TO_DATE('2014-03-07','YYYY-MM-DD');38;12;3;
9927993;1599;4501;TO_DATE('2014-03-01','YYYY-MM-DD');21;20;10;
803226;1599;6319;TO_DATE('2014-03-08','YYYY-MM-DD');64;20;6;
3500895;1599;5535;TO_DATE('2014-02-27','YYYY-MM-DD');18;25;4;
8447913;3747;5097;TO_DATE('2014-02-27','YYYY-MM-DD');18;25;10;
5766452;3747;5685;TO_DATE('2014-02-22','YYYY-MM-DD');38;12;2;
290839;2298;4685;TO_DATE('2013-06-25','YYYY-MM-DD');70;1;6;
1778249;1106;5934;TO_DATE('2013-11-15','YYYY-MM-DD');24;19;6;
8957549;1106;5144;TO_DATE('2013-11-12','YYYY-MM-DD');24;19;4;
3488279;1106;6390;TO_DATE('2013-11-10','YYYY-MM-DD');24;19;8;
5756111;3642;5579;TO_DATE('2013-10-18','YYYY-MM-DD');57;28;8;
3979909;3642;4805;TO_DATE('2013-10-16','YYYY-MM-DD');42;20;5;
4571654;3642;5610;TO_DATE('2013-10-17','YYYY-MM-DD');27;21;9;
8127327;3642;6383;TO_DATE('2013-10-27','YYYY-MM-DD');27;21;2;
2026748;2262;6313;TO_DATE('2014-02-21','YYYY-MM-DD');49;28;9;
3658386;2262;5599;TO_DATE('2014-02-24','YYYY-MM-DD');45;27;7;
3641805;2262;4676;TO_DATE('2014-02-16','YYYY-MM-DD');30;24;2;
1515842;2262;6082;TO_DATE('2014-02-16','YYYY-MM-DD');24;22;2;
288945;2262;6221;TO_DATE('2014-02-24','YYYY-MM-DD');49;28;7;
9901414;4439;6316;TO_DATE('2014-01-18','YYYY-MM-DD');56;24;10;
8364812;4439;5420;TO_DATE('2014-01-17','YYYY-MM-DD');56;24;8;
4420465;4439;6468;TO_DATE('2014-01-26','YYYY-MM-DD');53;28;5;
2480536;4439;5822;TO_DATE('2014-01-17','YYYY-MM-DD');53;28;8;
8727097;4439;5057;TO_DATE('2014-01-30','YYYY-MM-DD');56;24;5;
6985003;1498;5753;TO_DATE('2014-01-20','YYYY-MM-DD');51;13;5;
6057114;1498;6231;TO_DATE('2014-01-25','YYYY-MM-DD');64;30;1;
9784060;1498;4643;TO_DATE('2014-01-28','YYYY-MM-DD');53;28;1;
8362943;1498;5718;TO_DATE('2014-01-22','YYYY-MM-DD');64;30;10;
7475907;3173;5967;TO_DATE('2014-02-06','YYYY-MM-DD');12;7;4;
3817079;3173;5139;TO_DATE('2014-02-07','YYYY-MM-DD');36;9;4;
6715721;1641;4748;TO_DATE('2013-11-22','YYYY-MM-DD');1;12;5;
237138;1641;5068;TO_DATE('2013-11-12','YYYY-MM-DD');1;12;10;
661639;4120;5514;TO_DATE('2013-11-12','YYYY-MM-DD');1;12;10;
8102371;4120;4892;TO_DATE('2013-11-17','YYYY-MM-DD');1;12;5;
3703508;1032;5055;TO_DATE('2013-11-04','YYYY-MM-DD');5;22;8;
8695461;1032;5488;TO_DATE('2013-11-02','YYYY-MM-DD');40;25;1;
3024331;1032;4943;TO_DATE('2013-11-06','YYYY-MM-DD');40;25;3;
9727965;3460;5056;TO_DATE('2013-11-10','YYYY-MM-DD');49;6;8;
3998025;3460;5302;TO_DATE('2013-11-13','YYYY-MM-DD');45;10;10;
8958436;3460;5282;TO_DATE('2013-11-03','YYYY-MM-DD');45;10;3;
7818325;3460;4660;TO_DATE('2013-11-03','YYYY-MM-DD');45;10;7;
3829802;3460;5788;TO_DATE('2013-11-07','YYYY-MM-DD');45;10;2;
8731973;3460;5902;TO_DATE('2013-11-09','YYYY-MM-DD');49;6;6;
8061303;4274;4828;TO_DATE('2013-11-10','YYYY-MM-DD');26;22;7;
2429221;4274;6087;TO_DATE('2013-11-11','YYYY-MM-DD');40;13;2;
1070682;4274;5809;TO_DATE('2013-11-15','YYYY-MM-DD');26;22;4;
7261470;4274;4644;TO_DATE('2013-11-11','YYYY-MM-DD');40;13;6;
2100610;4274;6126;TO_DATE('2013-11-13','YYYY-MM-DD');27;26;8;
3128443;4274;5956;TO_DATE('2013-11-17','YYYY-MM-DD');40;13;8;
5589119;4274;4774;TO_DATE('2013-11-15','YYYY-MM-DD');12;22;7;
9828257;4274;5485;TO_DATE('2013-11-12','YYYY-MM-DD');12;22;7;
3411260;4274;4831;TO_DATE('2013-11-17','YYYY-MM-DD');12;22;8;
4929460;4274;5266;TO_DATE('2013-11-20','YYYY-MM-DD');40;13;8;
4576550;3355;6027;TO_DATE('2014-03-09','YYYY-MM-DD');71;8;4;
1639602;3355;4868;TO_DATE('2014-03-06','YYYY-MM-DD');67;4;10;
2297855;3355;6421;TO_DATE('2014-03-16','YYYY-MM-DD');71;8;4;
920346;3355;4547;TO_DATE('2014-03-06','YYYY-MM-DD');71;8;2;
7193397;3115;6056;TO_DATE('2014-03-06','YYYY-MM-DD');67;4;4;
6895363;3115;6166;TO_DATE('2014-03-15','YYYY-MM-DD');71;8;7;
3444714;3115;4524;TO_DATE('2014-03-14','YYYY-MM-DD');67;4;6;
1243107;1798;5854;TO_DATE('2013-08-30','YYYY-MM-DD');19;4;10;
1899977;1798;4536;TO_DATE('2013-08-22','YYYY-MM-DD');48;4;2;
9921731;1360;5041;TO_DATE('2014-04-01','YYYY-MM-DD');33;29;4;
5465325;2719;6390;TO_DATE('2013-05-08','YYYY-MM-DD');36;16;1;
2162342;2719;4538;TO_DATE('2013-05-05','YYYY-MM-DD');36;16;2;
5335349;1538;5454;TO_DATE('2013-07-24','YYYY-MM-DD');42;26;8;
2679256;1538;4610;TO_DATE('2013-07-23','YYYY-MM-DD');63;29;5;
3350808;1538;5338;TO_DATE('2013-07-19','YYYY-MM-DD');67;22;5;
